 61 3066.955342 3.124E-24 2.931E-02.04700.065 1096.17090.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F1 45        14F2  4     344332453638 7 1 7    93.0   87.0
 61 3066.969759 7.511E-28 2.748E-03.04500.057 2400.20140.58-.006100    0 1 0 1 1F2    0 0 0 0 1A1   22F2 51        21F1  6     333332403637 7 1 7   135.0  129.0
 61 3066.992103 3.786E-25 5.187E-02.04400.068 1434.59770.75-.006134    0 2 0 1 2F2    0 0 0 1 1F2    5F1 51         4F2  4     332333332329 1 1 1    33.0   27.0
 61 3067.010204 2.422E-27 2.272E-05.04700.065 1096.13290.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F2 44        14F1  3     334332453638 7 1 7    93.0   87.0
 61 3067.023000 1.901E-22 2.492E+01.04400.068 1459.91190.75-.006134    0 0 1 1 1F1    0 0 0 1 1F2    6F1 45         5F2  2     332333332329 1 1 1    39.0   33.0
 61 3067.035395 2.910E-23 1.437E-01.04700.065  950.33680.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F1 45        13F2  2     344332453638 7 1 7    87.0   81.0
 61 3067.050431 2.229E-26 1.145E-02.04400.058 1977.21470.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20F2 49        19F1  5     334332403638 7 1 7   123.0  117.0
 61 3067.052340 7.772E-25 3.158E-01.03900.062 1692.61320.75-.006134    0 1 1 0 1F1    0 1 0 0 1E     6F2 78         5F1  6     332333332329 1 1 1    39.0   33.0
 61 3067.082456 6.835E-27 6.028E-04.04500.060 1593.52290.61-.006100    0 1 0 1 1F2    0 0 0 0 1A1   18F2 47        17F1  3     334332403638 7 1 7   111.0  105.0
 61 3067.088779 1.077E-23 1.516E-01.03900.065 1096.15690.62-.006100    0 1 0 1 1F1    0 0 0 0 1A1   15E  29        14E   3     444332403638 7 1 7    62.0   58.0
 61 3067.108549 1.511E-23 3.718E+00.04500.100 1694.50600.75-.006134    0 1 1 0 1F2    0 1 0 0 1E     6A1 28         5A2  3     332333332329 1 1 1    65.0   55.0
 61 3067.125492 4.305E-25 1.600E-01.04400.069 1639.88120.75-.006134    0 1 1 0 1F2    0 1 0 0 1E     5F1 71         4F2  5     332333332329 1 1 1    33.0   27.0
 61 3067.143870 1.349E-26 7.376E-02.04500.057 2399.41650.58-.006100    0 1 0 1 1F2    0 0 0 0 1A1   22E  35        21E   3     333332403637 7 1 7    90.0   86.0
 61 3067.144942 1.523E-26 1.428E-04.04700.065 1095.98130.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F1 45        14F2  3     334332453638 7 1 7    93.0   87.0
 61 3067.164189 1.274E-19 2.721E+01.06170.078  104.77990.750.000100    0 0 1 0 1F2    0 0 0 0 1A1    5F1 20         4F2  1     765343463631 3 2 2    33.0   27.0
 61 3067.166734 2.113E-26 1.629E-02.03800.058 1977.19730.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20E  33        19E   3     334332403638 7 1 7    82.0   78.0
 61 3067.185391 6.337E-23 1.263E+01.03200.054 1462.70760.75-.006134    0 0 1 1 1F1    0 0 0 1 1F2    6E  31         5E   2     332333332329 1 1 1    26.0   22.0
 61 3067.202191 3.418E-25 3.193E-03.04700.065 1095.25180.62-.006100    0 1 0 1 1F1    0 0 0 0 1A1   15F1 44        14F2  1     434332403638 7 1 7    93.0   87.0
 61 3067.234417 8.434E-20 2.702E+01.06660.078  104.77600.72-.004000    0 0 1 0 1F2    0 0 0 0 1A1    5E  13         4E   1     765343463631 3 2 2    22.0   18.0
 61 3067.247470 6.322E-23 1.731E-02.06500.079   62.87680.73-.006100    0 2 0 0 1E     0 0 0 0 1A1    3F1 17         3F2  1     354332453638 7 1 7    21.0   21.0
 61 3067.257471 8.450E-25 2.326E-01.04500.100 1816.21800.75-.006135    0 2 0 1 1F2    0 0 0 1 1F2   10A1 28         9A2  3     332333332329 1 1 1   105.0   95.0
 61 3067.260033 4.199E-23 1.150E-02.06500.079   62.87570.73-.006100    0 2 0 0 1E     0 0 0 0 1A1    3F2 15         3F1  1     444332403638 7 1 7    21.0   21.0
 61 3067.261087 1.266E-19 2.704E+01.06200.078  104.77460.75-.006460    0 0 1 0 1F2    0 0 0 0 1A1    5F2 18         4F1  1     765343463633 3 4 4    33.0   27.0
 61 3067.274004 4.932E-26 4.622E-04.04700.065 1095.86910.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F2 44        14F1  2     334332453638 7 1 7    93.0   87.0
 61 3067.276741 7.812E-25 2.441E-01.03900.062 1716.63430.75-.006135    0 0 1 1 1F2    0 0 0 1 1F2    9F2 72         8F1  5     332333332329 1 1 1    57.0   51.0
 61 3067.300026 2.114E-19 2.709E+01.06120.078  104.77280.75-.006550    0 0 1 0 1F2    0 0 0 0 1A1    5A2  7         4A1  1     765343463633 3 4 4    55.0   45.0
 61 3067.313533 2.746E-28 1.357E-06.04700.065  950.52220.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F2 46        13F1  4     334332453638 7 1 7    87.0   81.0
 61 3067.341044 2.160E-25 5.868E-02.04700.099 1639.17800.75-.006135    0 3 0 0 1A2    0 1 0 0 1E     4A2 20         4A1  2     332333332329 1 1 1    45.0   45.0
 61 3067.351016 8.019E-25 1.127E-02.03900.065 1095.89470.62-.006100    0 1 0 1 1F1    0 0 0 0 1A1   15E  29        14E   2     434332403638 7 1 7    62.0   58.0
